date,equal_weight_available,lagged_tvl_weighted,capped_lagged_tvl_weighted,category_balanced,retrospective_common_history,forward_7d_equal_weight_available,label_7d_equal_weight_available,forward_7d_lagged_tvl_weighted,label_7d_lagged_tvl_weighted,forward_7d_capped_lagged_tvl_weighted,label_7d_capped_lagged_tvl_weighted,forward_7d_category_balanced,label_7d_category_balanced,forward_7d_retrospective_common_history,label_7d_retrospective_common_history
2022-12-09,0.017116927498355444,0.019687270190258635,0.019297479863539746,0.018404268185492102,0.017250110473890468,-0.004734802301985861,0.0,-0.00997376421677311,0.0,-0.008149996137715484,0.0,-0.006513835125773575,0.0,-0.009211181422265636,0.0
2022-12-10,0.0033099914362986283,-0.00017445899061057428,0.0006985962897623774,0.0022672461195768195,0.0017365578824927333,-0.04944758999432626,0.0,-0.057625040427998174,1.0,-0.055561746093379126,1.0,-0.05314754957941007,1.0,-0.05260576007694601,1.0
2022-12-11,0.0006334881632185285,0.0009514950629266821,0.000843688382259194,0.00096365450574285,0.0004983848039297999,-0.045489602737912,0.0,-0.05204820177015879,1.0,-0.05016645744512081,0.0,-0.04799944379404343,0.0,-0.049916902390673396,0.0
2022-12-12,-0.004237832171658885,-0.004269248292477928,-0.00422694183252682,-0.0043431459059427805,-0.005608130461508383,-0.037943304832407834,0.0,-0.044619801986006756,0.0,-0.04286679491546477,0.0,-0.04039767325827619,0.0,-0.04310189987513474,0.0
2022-12-13,0.006703355689320829,0.003843098236556457,0.003728009485285964,0.005626567706390721,0.00395130850143705,-0.06078366353488766,1.0,-0.05936888825912663,1.0,-0.05830582362205322,1.0,-0.060200790590332204,1.0,,
2022-12-14,0.010805988461386199,0.02093046534612199,0.020126381551795382,0.014961356095113253,0.0141350832195617,-0.05561489178292878,1.0,-0.05891920306875011,1.0,-0.05903808035163222,1.0,-0.05773073606876909,1.0,,
2022-12-15,-0.0027842231924431,-0.004672045321818413,-0.0042025734122936986,-0.0036141774956135204,-0.0028637763456207,-0.05149914952208697,1.0,-0.05072917920027767,0.0,-0.05116643974925933,0.0,-0.05124971035574762,0.0,,
2022-12-16,-0.01916557068810806,-0.026583070257471326,-0.025117156601997884,-0.02237533615104092,-0.021060609022557835,-0.03334377232836092,0.0,-0.0249957368188748,0.0,-0.027083839900724722,0.0,-0.02978497219313026,0.0,,
2022-12-17,-0.04140279625604177,-0.04782573520183564,-0.046713153665901265,-0.044366468334059675,-0.04165802077218764,0.01251720118087233,0.0,0.02704477368205286,0.0,0.024253542135196367,0.0,0.01806437944775219,0.0,,
2022-12-18,0.004591475419632786,0.006528333720766065,0.006238977030517504,0.006111760291109491,0.0031872424902024167,0.00652912787686476,0.0,0.020273268131965592,0.0,0.017652411594675423,0.0,0.01121484644195549,0.0,,
2022-12-19,0.0033084657338452858,0.0031591514916741127,0.0030727206971292212,0.0032586246298244603,0.0012068720540302665,-0.0008295851256305848,0.0,0.012777368425608017,0.0,0.009991536583513384,0.0,0.004564252624430302,0.0,,
2022-12-20,-0.016137003013159,-0.010905988036563416,-0.011711019221302483,-0.01417654962566529,,0.015596460478064629,0.0,0.025497642376843408,0.0,0.02347288271081085,0.0,0.01989438116499851,0.0,,
2022-12-21,0.015974760213345086,0.021380150536498492,0.019394124822216384,0.01743141061667636,,-0.006617853155403542,0.0,-0.0019601292272420625,0.0,-0.0015589517116931899,0.0,-0.0035782733936778107,0.0,,
2022-12-22,0.0013315190683987003,0.0035179785466540226,0.0036690671900792044,0.00286684821740795,,-0.016776091504269387,0.0,-0.016941794957392828,0.0,-0.01640303646520066,0.0,-0.016637776192957282,0.0,-0.016294708648255017,0.0
2022-12-23,-0.0010101934943820144,-0.0008496278760684275,-0.0010345567534632864,-0.00091059798842355,-0.0007968245213764669,-0.017088470757822785,0.0,-0.01365596276858645,0.0,-0.013172692584730132,0.0,-0.01582297979623224,0.0,-0.017927129962436436,0.0
2022-12-24,0.004458177253191486,0.004214775299092012,0.004624228370019824,0.0034828833068227703,0.005447194295816583,-0.026854843742797,0.0,-0.021324088754901147,0.0,-0.02133171189678105,0.0,-0.02428224515408601,0.0,-0.0277781969297546,0.0
2022-12-25,-0.0013965978843747857,-0.0002431718293212031,-0.0003621535100034423,-0.0007377727146872101,-0.0019336373141576664,-0.03272018500382499,0.0,-0.026042076445139603,0.0,-0.02631516756479907,0.0,-0.0299234933341473,0.0,-0.03494581514468677,0.0
2022-12-26,-0.004050247268650058,-0.004336748214683462,-0.004588154314032816,-0.0033919691877007303,-0.0043693040517046,-0.025321600062433832,0.0,-0.018382653478866022,0.0,-0.01817854218115452,0.0,-0.022709006699759674,0.0,-0.026934062812520032,0.0
2022-12-27,0.0002890425905362143,0.0018142859146719709,0.0017703269059949865,0.00115357891490292,0.00040131749561943345,-0.015147917752154589,0.0,-0.010504358120542604,0.0,-0.010441408789197786,0.0,-0.013381006260611821,0.0,-0.019025298403321664,0.0
2022-12-28,-0.006239553420123085,-0.006077621067586976,-0.005637709600287659,-0.006041243941999961,-0.005825570297195368,-0.00795390542979398,0.0,-0.003556907728309933,0.0,-0.0037243058891418884,0.0,-0.006724777459981528,0.0,-0.011589985448549063,0.0
2022-12-29,-0.008826719280467143,-0.011463687183496744,-0.011175017563428265,-0.01019265458187152,-0.009217884255256934,0.016580156090355822,0.0,0.02776995692189125,0.0,0.02625976990570693,0.0,0.021482093294372753,0.0,0.012600891429366958,0.0
2022-12-30,-0.0013225727479354145,0.0024362043127379523,0.00219578712700724,-9.580159169851046e-05,-0.002429245835557883,0.019219357062657278,0.0,0.02389400949794164,0.0,0.022763836216456623,0.0,0.021583219245424064,0.0,0.015888104978948842,0.0
2022-12-31,-0.005308195731782728,-0.003453350687222681,-0.00353479094203109,-0.004976382051031,-0.004403872671501584,0.03404241476481118,0.0,0.03515802965580794,0.0,0.03414095803258506,0.0,0.035765208333289264,0.0,0.027557615596282243,0.0
2023-01-01,-0.0072619391454027725,-0.004961159519559658,-0.005345609178021463,-0.0063790208947485,-0.009101255529089832,0.04048611187476179,0.0,0.03978067183523813,0.0,0.03920005374050044,0.0,0.04159572288133469,0.0,0.036153344062460596,0.0
2023-01-02,0.0033483376727411,0.0033226747515901155,0.003548471069611732,0.0038225174466869007,0.0036424482804621335,0.051244523694798254,0.0,0.052147076792287764,0.0,0.050971441281298324,0.0,0.05284107507828944,0.0,0.04578303110270949,0.0
2023-01-03,0.010462724900815457,0.00969258127299539,0.009507460297951721,0.01048157935405077,0.0083100819048178,0.0600067217365714,0.0,0.0648745410111182,0.0,0.06417433768653023,0.0,0.06414485285159302,0.0,0.05798883622425603,0.0
2023-01-04,0.0009544589022375211,0.0008698293246456896,0.0010793932997682349,0.0006149848586303346,0.001609742657577241,0.052547617722386517,0.0,0.06770668308296335,0.0,0.06645688492230863,0.0,0.060538173406049146,0.0,0.060220034854300365,0.0
2023-01-05,0.01570734223968266,0.01986317746670444,0.018809058231420553,0.01801421617248276,0.014972992622659083,0.06723778499587252,0.0,0.077125031049954,0.0,0.0756022232069117,0.0,0.07262874180801979,0.0,0.07460494176640092,0.0
2023-01-06,0.0013166282243660431,-0.0014397431112116576,-0.0013001465622430677,5.324359352800031e-06,0.000857967714024,0.07110799239228117,0.0,0.08293227368917103,0.0,0.08201729671763774,0.0,0.07835350345089513,0.0,0.07922205016792896,0.0
2023-01-07,0.009514861970371172,0.007810669470643624,0.007842330874097348,0.009205607036834202,0.0072656379458318175,0.12611779988267352,0.0,0.1393919214883952,0.0,0.1370690641733066,0.0,0.13371650713970734,0.0,0.13385214420164007,0.0
2023-01-08,-0.0008182420354521571,-0.0003385173401294782,-0.00028651347010608,-0.0005485063467030699,-0.0005055270629114833,0.12348570725796293,0.0,0.134846660592296,0.0,0.13240357740849257,0.0,0.13307026234163732,0.0,0.12794373201363654,0.0
2023-01-09,0.014106749492777558,0.015689079708639753,0.015319858610409617,0.015067869643641651,0.013272135320711033,0.11988973419908355,0.0,0.13141908099262664,0.0,0.12951287444923945,0.0,0.12966357060239544,0.0,0.12599692886525732,0.0
2023-01-10,0.019224922942588603,0.022420045491825833,0.022710356703183627,0.021785357127354348,0.020515887026364334,0.10864257908445586,0.0,0.11796578657644252,0.0,0.11585835660290131,0.0,0.11660755027632967,0.0,0.11366718877146212,0.0
2023-01-11,-0.006504645111947356,0.003701971396490838,0.003361940535546633,-0.0029916945869135586,0.0038409412876215846,0.12138878827287383,0.0,0.12134174033341646,0.0,0.12032249698283,0.0,0.1260358472426436,0.0,0.11708199354518666,0.0
2023-01-12,0.030397509513168657,0.029281525433695076,0.027954396516023626,0.03010478457445341,0.029357899534759632,0.06841316419340983,0.0,0.06963703483858107,0.0,0.07063185154710416,0.0,0.07319099789479305,0.0,0.06599150943853822,0.0
2023-01-13,0.005186835620774699,0.004367499528005387,0.005114926948482977,0.00573008600222814,0.005475076115552033,0.08132732213687495,0.0,0.08639954194671355,0.0,0.08688612131689993,0.0,0.08621807594075673,0.0,0.08374546994613685,0.0
2023-01-14,0.06452466946076353,0.0642703172698678,0.06289409832976618,0.06456861072564642,0.06189573197954292,0.06395103420022917,0.0,0.0705973282545152,0.0,0.07165924654434641,0.0,0.07022480903939193,0.0,0.06692792831028484,0.0
2023-01-15,-0.0034503346601627563,-0.004883778236228719,-0.004952000234920097,-0.0011947511447730685,-0.006413939250915016,0.060144732487247186,0.0,0.06846811904103348,0.0,0.06979079421841086,0.0,0.06367054419463335,0.0,0.0650371307869708,0.0
2023-01-16,0.010510776433898186,0.012261500108970421,0.012429155651156504,0.01166117790439974,0.011325332172331832,0.04497832799647772,0.0,0.05590125257326392,0.0,0.056780707956831614,0.0,0.049892756690395564,0.0,0.05031154985636668,0.0
2023-01-17,0.0079777678279609,0.008966751075641717,0.00905583885684548,0.008729336801288581,0.008186146932569117,0.0388198411062538,0.0,0.05068899638667565,0.0,0.051218238571106064,0.0,0.04376438379556717,0.0,0.044480089939768715,0.0
2023-01-18,0.006241564076470615,0.007077925153464775,0.007826080915475339,0.0064366023794003606,0.00725574606134615,0.005853064272172099,0.0,0.02082180581549807,0.0,0.023022211089734367,0.0,0.008714563583318284,0.0,0.01897605560886613,0.0
2023-01-19,-0.022578114566295344,-0.022423180061140316,-0.021736248919702224,-0.02274006477339712,-0.021732584571888817,0.057765428171719035,0.0,0.07017412511572965,0.0,0.07068042759911913,0.0,0.06036263186432997,0.0,0.06469877834776586,0.0
2023-01-20,0.018100993564239814,0.02113000663613787,0.021369196718278742,0.01875716404819181,0.023229036623150668,0.0530613918717071,0.0,0.04428070467770748,0.0,0.04521059678725899,0.0,0.0491659919605873,0.0,0.03817508399370534,0.0
2023-01-21,0.04714838152411776,0.04846810357766946,0.04766722355721267,0.048575343824281636,0.0450781903436909,0.01606244970547288,0.0,0.003876625371536036,0.0,0.005810552829027228,0.0,0.010344468834455469,0.0,0.004738919567358151,0.0
2023-01-22,-0.007256636373144743,-0.0070129874497104425,-0.006820452560855645,-0.00774901598953166,-0.008304736774229033,0.020398860096051408,0.0,0.005160815959075859,0.0,0.007133039845275966,0.0,0.014066836918958731,0.0,0.008376974483009565,0.0
2023-01-23,-0.0046556280568712865,-0.00030536635879915125,-0.0005809306104227626,-0.0021166095998380397,-0.0034002487582723002,0.054803840589496375,0.0,0.03035242780001911,0.0,0.031975969372579065,0.0,0.04447478985161041,0.0,0.03628081274225818,0.0
2023-01-24,0.0018192809377369859,0.003754494889053451,0.0034933694711199387,0.0026009639064601903,0.00235468701597115,0.020793723399830634,0.0,-0.00874893711640689,0.0,-0.006309727450263342,0.0,0.006857603633793417,0.0,0.003361657286346867,0.0
2023-01-25,-0.026725212757611087,-0.022789265417712805,-0.020369946565896357,-0.02861321783284853,-0.018248288269556434,0.05646580051268885,0.0,0.021019842063698897,0.0,0.020857826602774795,0.0,0.0442313249253135,0.0,0.030520280844910333,0.0
2023-01-26,0.0293342493332516,0.026929139239091293,0.025921967589682522,0.02890800350761457,0.023990138167010917,0.06939760660395816,0.0,0.03551485411904015,0.0,0.03530308025555781,0.0,0.05679596842211631,0.0,0.044187989412120716,0.0
2023-01-27,0.013396957264227868,-0.004763413801884331,-0.0041006340935813785,0.007560524144449141,-0.00329465773090985,0.04812689573363171,0.0,0.029187312336587203,0.0,0.029006061694783432,0.0,0.04018587021339212,0.0,0.0401380448782265,0.0
2023-01-28,0.010149439357883542,0.008064024271498021,0.00826717959898091,0.0097538206981498,0.011642025917343701,0.05349163803792625,0.0,0.03290650897323615,0.0,0.03277425414545129,0.0,0.044800968255591544,0.0,0.04505706675603452,0.0
2023-01-29,-0.0029202259825662144,-0.005728796862170622,-0.005497965544606907,-0.004026647905028401,-0.004666681858577617,0.05770920803956832,0.0,0.03817069672262382,0.0,0.03762955540500431,0.0,0.04939812365747869,0.0,0.05189658224171301,0.0
2023-01-30,0.029749352436573683,0.024886245482144104,0.02426199891688034,0.02829134333281364,0.02450358950097632,0.02421466064205764,0.0,0.0032888401669122214,0.0,0.003544731066694763,0.0,0.014791021678799886,0.0,0.022038248832420487,0.0
2023-01-31,-0.032190836251928756,-0.03534687002737255,-0.03479232735172247,-0.03501622231135681,-0.030564468439940165,0.056137548427401956,0.0,0.037411239623834934,0.0,0.03791881057520049,0.0,0.050141515518955404,0.0,0.053244807424209166,0.0
2023-02-01,0.008946864355247127,0.00697951376239298,0.00679760748714178,0.00876050345867156,0.008910335289007034,0.07322121339735564,0.0,0.054324656258272555,0.0,0.05422352242685564,0.0,0.0665152798297607,0.0,0.06754396555974673,0.0
2023-02-02,0.04226605542452091,0.04142415129443255,0.040367221242465536,0.04147264700441737,0.0376578467342213,0.022833122375693897,0.0,0.0045093124799947155,0.0,0.006064315885706049,0.0,0.017438538727494304,0.0,0.02478148532142466,0.0
2023-02-03,-0.007873753606098587,-0.011090955584337278,-0.010397652654355759,-0.009049574064275041,-0.007344602264804066,-0.013211598841875713,0.0,-0.028153845161726383,0.0,-0.026044193309889503,0.0,-0.018698439840759733,0.0,-0.006892225319229263,0.0
2023-02-04,0.015514181662178083,0.011783220908146973,0.012035372049648777,0.014368918740349219,0.016561047795151718,-0.03728214888899596,0.0,-0.05149654120600229,1.0,-0.049304836749455586,0.0,-0.04355091194821309,0.0,-0.03202620178949931,0.0
2023-02-05,0.0012973440190758598,-0.00046460911278295094,-0.0006426642850538898,0.0005705074968587436,0.0021728336271008694,-0.027162213527976937,0.0,-0.04005518988470049,0.0,-0.038057688581026865,0.0,-0.03257565673715858,0.0,-0.023022059396367145,0.0
2023-02-06,-0.0037451949609369995,-0.0099956110735675,-0.009822825421429211,-0.006315758645865161,-0.0053547439083161995,-0.028507440715667878,0.0,-0.03645525300894638,0.0,-0.0340634161223681,0.0,-0.0320040621329185,0.0,-0.022593564736749894,0.0
2023-02-07,-0.0002679484665844422,-0.0012244705704498307,-0.0004182478432167469,0.0003342715287987098,0.0006420901518485168,-0.031230280934901523,0.0,-0.03798781720460189,0.0,-0.03621634242924847,0.0,-0.034711065459807136,0.0,-0.021952406886199545,0.0
2023-02-08,0.02603052932520081,0.023892930396830606,0.023102319338796928,0.025134267769476863,0.023209493424544602,-0.036452981446039784,0.0,-0.04196626121014538,0.0,-0.04009699522678352,0.0,-0.03929748528164804,0.0,-0.02478546750889663,0.0
2023-02-09,-0.008122035597140828,-0.008391192483845303,-0.007791985298684049,-0.007604094097849031,-0.005104633504100784,0.03218177606259848,0.0,0.025207010241484577,0.0,0.02492925119415719,0.0,0.02883350304759784,0.0,0.03658593583667507,0.0
2023-02-10,-0.043918474823668195,-0.04375411322605838,-0.04250616184995131,-0.045186552632529076,-0.039018312905457986,0.060330702607528694,0.0,0.054011644886284044,0.0,0.052660318528501344,0.0,0.05857809034174823,0.0,0.0605153753363337,0.0
2023-02-11,-0.008556368384942172,-0.011559475136128932,-0.011225271389917302,-0.01048355336710414,-0.008572928675118332,0.09771101728859762,0.0,0.0868558777343385,0.0,0.08484889106183402,0.0,0.09565039204464176,0.0,0.09159926383092801,0.0
2023-02-12,0.011417279380094887,0.010976742208518853,0.010604483883374831,0.01154576270791325,0.011176976020233036,0.119577243171434,0.0,0.08186436739101798,0.0,0.08067366181145506,0.0,0.10819412710224825,0.0,0.08741856370051032,0.0
2023-02-13,-0.005090422148627943,-0.006395674197813398,-0.005828552962770447,-0.0057441640416250805,-0.00492624924869895,0.11652022514338521,0.0,0.07976619603652253,0.0,0.07801629603653293,0.0,0.10533998194558679,0.0,0.08445115264379345,0.0
2023-02-14,-0.0029907886858180866,-0.002757034766105346,-0.002571174150097116,-0.002372731798089921,0.001283248002398866,0.13978922993842463,0.0,0.0971956595806767,0.0,0.09500796944627304,0.0,0.12638951841814774,0.0,0.09602534344434818,0.0
2023-02-15,0.020807828814062544,0.019914486391287116,0.01922166654126188,0.020547847947635964,0.02037643280184752,0.09575077399708068,0.0,0.050640558556777855,0.0,0.04941425555776649,0.0,0.0803624922727875,0.0,0.05281979017936077,0.0
2023-02-16,0.06051272191149744,0.058782078967784666,0.05723426112225666,0.060526894231396844,0.056266769841470915,0.021245114501529327,0.0,-0.014220321553920154,0.0,-0.0137301035342429,0.0,0.008639779116875548,0.0,-0.005774366380493284,0.0
2023-02-17,-0.01576954827873797,-0.014949478581258918,-0.014775094515607164,-0.015441965338378681,-0.015088873405799364,0.03776831426240179,0.0,0.003315027194373354,0.0,0.0034746069587333404,0.0,0.02524640832902774,0.0,0.010756412688082058,0.0
2023-02-18,0.028823946296126748,0.021284757711925534,0.020963301143415373,0.026588748335789385,0.022510959819475984,-0.009996818474181747,0.0,-0.03841395552899961,0.0,-0.037504904112235074,0.0,-0.021193570238022014,0.0,-0.030145863372407947,0.0
2023-02-19,0.033283505262931286,0.005985231865198325,0.0064292546329958716,0.024089497765519743,0.00699627588981535,-0.041534209130065745,0.0,-0.03811797964876958,0.0,-0.03915970161289749,0.0,-0.04188605023211011,0.0,-0.03489216497013234,0.0
2023-02-20,-0.008147440176676743,-0.008493845552308837,-0.008485918737692562,-0.008598309198286561,-0.007893660305415816,-0.009513620657436366,0.0,-0.003973479891161973,0.0,-0.006250766819528377,0.0,-0.008496052813319933,0.0,-0.0034422365832675605,0.0
2023-02-21,0.020278216109221314,0.014672428778048818,0.014420499259642977,0.01867680467447104,0.012857438802953583,-0.030324032916812065,0.0,-0.014455071837744927,0.0,-0.01821313899026479,0.0,-0.02682662602872568,0.0,-0.016178604984836933,0.0
2023-02-22,-0.0232306271272814,-0.02664061463261174,-0.02637204734724466,-0.025479178197724273,-0.022829120463139885,-0.00786525587700164,0.0,0.01014560256820049,0.0,0.006928369456195821,0.0,-0.00326549367206704,0.0,0.005635242946167544,0.0
2023-02-23,-0.013992937584053898,-0.006078801142913335,-0.00591009796975274,-0.01119581892451511,-0.0023273867183831332,0.029435887764550812,0.0,0.04110268194954704,0.0,0.036977434539643625,0.0,0.03158444842953018,0.0,0.03149562741082989,0.0
2023-02-24,0.0007536514821344775,0.002585870167034589,0.002429615977369078,0.0011646638737735184,0.001441905662775974,0.02549239000414981,0.0,0.03261624047781674,0.0,0.02873065686951548,0.0,0.02557817795098318,0.0,0.03051610076390105,0.0
2023-02-25,-0.018941186440456784,-0.02044422501144743,-0.020016209927553038,-0.01985123023126037,-0.018391316241014016,0.009003542800375006,0.0,0.01750138208694109,0.0,0.013843002458070103,0.0,0.010358638484229667,0.0,0.017729538130399534,0.0
2023-02-26,0.001746114607047286,0.0062812077454283575,0.004774457132333462,0.0033970177714316503,0.00224997429209095,0.0030336627557942175,0.0,0.009625946239199186,0.0,0.007430283128474171,0.0,0.003531078391148916,0.0,0.014206732424144,0.0
2023-02-27,0.02387314829595263,0.02565065420529877,0.02442301605567654,0.02479168822050361,0.023556268081448967,-0.019872774633949625,0.0,-0.016746742551607782,0.0,-0.017856743735455937,0.0,-0.020991197620962132,0.0,-0.008748198275921402,0.0
2023-02-28,-0.0005321961501543851,0.004190836831465863,0.002458127088906569,0.00034623145906529946,0.00012107040138421648,-0.019895017929791127,0.0,-0.022564628824032287,0.0,-0.021843942717442152,0.0,-0.022145379507275735,0.0,-0.008798028525734351,0.0
2023-03-01,-0.0007718500874709709,-0.002039940226666326,-0.0012305389007840496,-0.0019180458410656396,-0.0010152725321354165,-0.012114235863289982,0.0,-0.019595029124762672,0.0,-0.02007609228750713,0.0,-0.015697421712974415,0.0,-0.002658221611565319,0.0
2023-03-02,0.02330820605749856,0.024878278238433218,0.024138967113695065,0.023654123177082112,0.023532997746279215,-0.05507146992379455,1.0,-0.06422599434982841,1.0,-0.06374046123567209,1.0,-0.05901369188046771,1.0,-0.04589883826167605,0.0
2023-03-03,-0.003189846278266528,-0.005900571304695711,-0.005817161692759065,-0.00484160660477348,0.0004623790158471335,-0.11370814049583529,1.0,-0.11346332815571428,1.0,-0.11183649744282403,1.0,-0.11375493692714675,1.0,-0.09770860192195943,1.0
2023-03-04,-0.035430033644231584,-0.035559083402323076,-0.03490386433899842,-0.035070769698013884,-0.031177878874515536,-0.09461894762707843,1.0,-0.08234774025172958,1.0,-0.0833294314564164,1.0,-0.09002199953067715,1.0,-0.08287062857512308,1.0
2023-03-05,-0.004223765437533501,-0.001594228102313548,-0.0016382621972624656,-0.0034305423216491005,-0.0012728314141645834,-0.13747246705377447,1.0,-0.0973795641502156,1.0,-0.10711146296271778,1.0,-0.11800794166759246,1.0,-0.11025242463651554,1.0
2023-03-06,0.0009667109062087857,-0.0007220345855082015,-0.0008640108082535691,0.00026941220839256017,0.0006013373813835667,-0.04918498787416546,0.0,-0.012941617766425023,0.0,-0.026103679750627398,0.0,-0.03115868957570546,0.0,-0.024981666069526384,0.0
2023-03-07,-0.0005544394459958854,-0.0016270494409586429,-0.0015290718930796468,-0.0008079504272482998,7.124015157126658e-05,-0.019957837832767236,0.0,0.014191280828191797,0.0,0.0008747671299031666,0.0,-0.001894184852270095,0.0,-0.00357639103639432,0.0
2023-03-08,0.0070089319790301715,0.000929659472603289,0.0005373115291509741,0.00452991195323568,0.005124534382033616,-0.012757047361201408,0.0,0.019308707497062125,0.0,0.00728581050097825,0.0,0.0046789572145428445,0.0,0.0014193895798992207,0.0
2023-03-09,-0.019649028003006015,-0.019752686986632514,-0.019525401834469897,-0.01966214699041119,-0.01970761890383152,-0.019137115367334166,0.0,0.007044425359962352,0.0,-0.0047122739332493835,0.0,-0.005220849456855015,0.0,-0.010397534852896927,0.0
2023-03-10,-0.06182651685030727,-0.055137905110581586,-0.05391319789991102,-0.05958285165145252,-0.05134738464443624,0.06109692846755939,0.0,0.07178177672361243,0.0,0.06102889116581478,0.0,0.07022578057535306,0.0,0.056872886779475426,0.0
2023-03-11,-0.016340840775474715,-0.004443495498338371,-0.006396798352590791,-0.011337832301544271,-0.016339905527679183,0.13635841776185706,0.0,0.12781415798392912,0.0,0.1176569267463911,0.0,0.13704295175651363,0.0,0.12856399525474563,0.0
2023-03-12,-0.04707728486422954,-0.016626052000799574,-0.025420293703563843,-0.031416484458564424,-0.028654627475557044,0.18335475584167665,0.0,0.13887321571766426,0.0,0.1382675784840972,0.0,0.16614297843668024,0.0,0.15490978225528357,0.0
2023-03-13,0.0892541900858178,0.08371591179828237,0.08014377240383681,0.08711866430027955,0.08587209594837271,0.0980644234580107,0.0,0.05666175847382316,0.0,0.06023987441557732,0.0,0.0822671976493029,0.0,0.0752923146114954,0.0
2023-03-14,0.02867271059540233,0.025505849153658184,0.02544937498745092,0.02845655429618707,0.021476515184703334,0.07032237975193652,0.0,0.02908347352837138,0.0,0.03413086545621458,0.0,0.05069192349442761,0.0,0.05686851415873659,0.0
2023-03-15,0.014209722450596015,0.0060470861414736185,0.0069483549002260555,0.011103054020048622,0.010120314998327168,0.0762423458227693,0.0,0.042972716536931646,0.0,0.04714117369947432,0.0,0.0599892988801867,0.0,0.06582019026194622,0.0
2023-03-16,-0.02602909600913878,-0.03201696912373229,-0.03152348626869751,-0.02956195366180905,-0.031524543336627665,0.08730574250388218,0.0,0.055938903207416124,0.0,0.060950592852636244,0.0,0.07209432240878112,0.0,0.08262342147583138,0.0
2023-03-17,0.018407526984586284,0.009599446253068482,0.011827967199153149,0.015863778380755582,0.01592303698793612,0.09183491934869097,0.0,0.06912748991913377,0.0,0.07060404685385546,0.0,0.07905840517279919,0.0,0.08885914390548766,0.0
2023-03-18,0.05892064851882295,0.05158888576197832,0.05023123722798552,0.055479338879616286,0.055351202947591015,0.01579342015758046,0.0,-0.003789936269861391,0.0,-0.0004545397358527749,0.0,0.0051835020790457,0.0,0.01273712969716614,0.0
2023-03-19,-8.094678440995703e-05,-0.005566994267064457,-0.004809641965857731,-0.0023164577783978202,-0.0023088404750191,0.01695477834088492,0.0,0.0007784213186770282,0.0,0.003949237147331584,0.0,0.0079185998121455,0.0,0.01648969600867364,0.0
2023-03-20,0.003963857702151857,0.0015044545544412999,0.0021160683353169223,0.00324288351290222,0.006254628304584516,0.021585002716305233,0.0,0.006879114771657916,0.0,0.008433613649056352,0.0,0.012951595469329131,0.0,0.015917001103645106,0.0
2023-03-21,0.000930666889328143,-0.002072435791793598,-0.0006596339719118138,-0.00311871985868823,0.0030527147319445343,0.006150283972242262,0.0,-0.006149064763771488,0.0,-0.006521063845399348,0.0,0.0010978270960557007,0.0,-0.003569937502940332,0.0
2023-03-22,0.0201296885214288,0.01993632915003388,0.019958663143485787,0.0204004294058077,0.019071991101536782,-0.00014372239771299686,0.0,-0.014372655055858193,0.0,-0.013978822315967318,0.0,-0.006043620890932449,0.0,-0.006690103065531864,0.0
2023-03-23,-0.014965699328025899,-0.019050782453247806,-0.017714067115535588,-0.01745693013321463,-0.014721312122742499,0.030221726153446114,0.0,0.016191197824751306,0.0,0.015749727488799194,0.0,0.024789385949640433,0.0,0.024676870568162902,0.0
2023-03-24,0.022936703829395073,0.02278803296478613,0.021481421200372358,0.02282786114477366,0.0221587594175924,0.009762880566178671,0.0,-0.0031122429569362823,0.0,-0.0030850250057742595,0.0,0.004941411680722462,0.0,0.004420347055465884,0.0
2023-03-25,-0.017120850672287555,-0.02132854042701684,-0.02082734936172271,-0.0183955642141372,-0.020770811260730496,0.04059176017681349,0.0,0.02740804127965131,0.0,0.026909252006375256,0.0,0.03587915888299752,0.0,0.03897717591679945,0.0
2023-03-26,0.0010804113988945,-0.000998636678526037,-0.00040586508267337134,0.0004186399547019802,0.0014437258364884001,0.04068865125554171,0.0,0.026696131761489893,0.0,0.02586320062241465,0.0,0.035430528870555845,0.0,0.03853012675135042,0.0
2023-03-27,0.00859408207757217,0.007605148007422185,0.00660044483704169,0.00827587917008585,0.005681933399555983,0.023675136486957522,0.0,0.00906878501257358,0.0,0.009703264929578372,0.0,0.01840227738068575,0.0,0.02435313420494842,0.0
2023-03-28,-0.014504051854734828,-0.015100615327223002,-0.015614311466367515,-0.01497248823196166,-0.016434223874640903,0.04520128198886171,0.0,0.031044390474807247,0.0,0.03193831401879603,0.0,0.03981369627060899,0.0,0.048756683634464254,0.0
2023-03-29,0.013835682151473542,0.011712738857947177,0.012500904672917817,0.013258981418819552,0.01595182553894525,0.06294985262373268,0.0,0.05433930877744785,0.0,0.05195831990650025,0.0,0.05900822560997808,0.0,0.06348236964021904,0.0
2023-03-30,0.015399749223133214,0.011513070427361691,0.012014482689230926,0.01337607670735825,0.01664566151095227,0.044472118952301465,0.0,0.0404561495526605,0.0,0.03751165609415011,0.0,0.04379049164534708,0.0,0.04380837336379847,0.0
2023-03-31,0.002477858242127629,0.0034845921830985406,0.0026466687057989016,0.0029798868758556902,0.0019022359048953836,0.03728660231590889,0.0,0.03046583352161613,0.0,0.028849380592599477,0.0,0.035410826865621185,0.0,0.03674849889873703,0.0
